id,departtime,from,to,vehicleClass,algorithm
260,43238,1450913500,1450675702,C,0
261,43238,1961050100,1450812703,C,0
262,43239,1450915600,1450421500,C,0
263,43239,1451077800,1960081901,C,0
264,43239,1451163201,1451070600,C,0
265,43239,1960000805,1450812904,C,0
266,43240,1960000708,1961243501,C,0
267,43240,1451082700,1451158001,C,0
268,43240,1960988900,1960064201,C,0
269,43240,1450573101,1450922300,C,0
270,43240,1451083900,1451083000,C,0
271,43240,1450812501,1450811204,C,0
272,43240,1960078400,1960076900,C,0
273,43240,1451069800,1450990300,C,0
274,43240,1450920800,1960984300,C,0
275,43240,1960080402,1451154300,C,0
276,43241,1960993100,1961067400,C,0
277,43241,1450056358,1450573713,C,0
278,43241,1451186101,1451053900,C,0
279,43241,1960066000,1960068100,C,0
280,43241,1451144500,1960066302,C,0
281,43241,1451089300,1451140400,C,0
282,43241,1960229500,1960000715,C,0
283,43241,1451190501,1451090100,C,0
284,43242,1451187601,1960068401,C,0
285,43242,1451066000,1450813101,C,0
286,43242,1960057600,1961264401,C,0
287,43242,1451086900,1450573502,C,0
288,43242,1451091300,1450573215,C,0
289,43242,1451115900,1450814900,C,0
290,43242,1450573304,1961198701,C,0
291,43242,1451106900,1450925000,C,0
292,43242,1450013500,1450925500,C,0
293,43243,1451068500,1961056900,C,0
294,43243,1450910500,1451111900,C,0
295,43243,1450339700,1451114000,C,0
296,43243,1961207901,1450049904,C,0
297,43244,1960000816,1451081900,C,0
298,43244,1450420601,1451153900,C,0
299,43244,1961153500,1451188401,C,0
300,43244,1451139600,1451141100,C,0
301,43244,1451096900,1451097900,C,0
302,43244,1451100000,1450811706,C,0
303,43244,1960067901,1451078800,C,0
304,43244,1960005902,1960048801,C,0
305,43244,1450915600,1960073604,C,0
306,43244,1451177001,1451100900,C,0
307,43244,1960076601,1451091000,C,0
308,43245,1450422112,1451190001,C,0
309,43245,1961063900,1961045400,C,0
310,43245,1451162101,1450049101,C,0
311,43245,1961205501,1961206701,C,0
312,43245,1450336000,1961255401,C,0
313,43245,1451065200,1960060002,C,0
314,43245,1450011903,1450929800,C,0
315,43246,1451049000,1450042500,C,0
316,43246,1450808800,1450914600,C,0
317,43246,1961252201,1450912500,C,0
318,43246,1960000816,1960048100,C,0
319,43246,1451056400,1960048200,C,0
320,43247,1960009001,1451194501,C,0
321,43247,1961058100,1960530200,C,0
322,43247,1451204601,1451154901,C,0
323,43247,1961294101,1450674300,C,0
324,43248,1450905000,1451086100,C,0
325,43248,1450420300,1960005901,C,0
326,43248,1451162401,1960244200,C,0
327,43248,1960000714,1961059600,C,0
328,43248,1961065500,1961254901,C,0
329,43248,1451180601,1960070701,C,0
330,43249,1451107100,1451072500,C,0
331,43249,1450338200,1451166301,C,0
332,43249,1450002500,1960991000,C,0
333,43249,1451139600,1451141400,C,0
334,43249,1451107400,1451083900,C,0
335,43249,1451065100,1450011400,C,0
336,43249,1960985200,1451064100,C,0
337,43249,1450812303,1960049600,C,0
338,43249,1961055100,1960060101,C,0
339,43249,1451104000,1451100500,C,0
340,43250,1451143400,1451102900,C,0
341,43250,1960218500,1450003007,C,0
342,43250,1960008400,1451138800,C,0
343,43250,1960245100,1450573404,C,0
344,43250,1961259301,1960070103,C,0
345,43250,1960988300,1451140800,C,0
346,43250,1960004800,1450057205,C,0
347,43251,1451185401,1960000302,C,0
348,43251,1960073100,1960003604,C,0
349,43251,1450811203,1450002500,C,0
350,43251,1450067300,1450929700,C,0
351,43251,1450068300,1451186301,C,0
352,43251,1451187701,1450812701,C,0
353,43251,1450925300,1450925200,C,0
354,43251,1961049900,1960076800,C,0
355,43251,1960989300,1450924300,C,0
356,43251,1450052200,1450050004,C,0
357,43251,1961300201,1960070502,C,0
358,43252,1961050200,1960050600,C,0
359,43252,1960066301,1961254401,C,0
360,43252,1451187601,1451056100,C,0
361,43252,1960009002,1451181901,C,0
362,43252,1960010000,1451049200,C,0
363,43252,1450009415,1960985600,C,0
364,43253,1451184401,1450905300,C,0
365,43253,1451177101,1450809101,C,0
366,43253,1961243701,1960009505,C,0
367,43253,1450921302,1451138700,C,0
368,43253,1961060700,1451172101,C,0
369,43253,1961244101,1960053000,C,0
370,43253,1961255701,1961206001,C,0
371,43254,1451196301,1451172801,C,0
372,43254,1451155101,1450812501,C,0
373,43254,1451081200,1450054700,C,0
374,43254,1961070900,1960077700,C,0
375,43255,1960005500,1961267901,C,0
376,43255,1451070900,1450906301,C,0
377,43255,1961058100,1961064600,C,0
378,43255,1450009324,1960048900,C,0
379,43256,1450069502,1451174401,C,0
380,43256,1960058100,1960068801,C,0
381,43256,1451191201,1450573702,C,0
382,43256,1961259901,1961204601,C,0
383,43256,1961066800,1960000708,C,0
384,43256,1450050901,1961045400,C,0
385,43256,1450050500,1450994600,C,0
386,43256,1961028900,1450808003,C,0
387,43257,1451104600,1960988600,C,0
388,43257,1451191301,1450573718,C,0
389,43257,1450808002,1451092100,C,0
390,43257,1960068802,1961200601,C,0
391,43257,1451065400,1960051704,C,0
392,43257,1961035500,1451158801,C,0
393,43257,1450807501,1451191501,C,0
394,43257,1451189201,1960001801,C,0
395,43257,1960057600,1961233401,C,0
396,43258,1961203401,1960056903,C,0
397,43258,1960075001,1961055400,C,0
398,43258,1450926700,1961060400,C,0
399,43258,1960241200,1960068502,C,0
400,43258,1451048500,1451089200,C,0
401,43258,1960989700,1960066301,C,0
402,43259,1451118800,1451100600,C,0
403,43259,1961243701,1451104000,C,0
404,43259,1960065600,1961031200,C,0
405,43259,1450009423,1451158301,C,0
406,43260,1451082100,1451155801,C,0
407,43260,1961294101,1451099200,C,0
408,43260,1450910601,1450807800,C,0
409,43260,1961042300,1961070400,C,0
410,43260,1450676800,1451083400,C,0
411,43260,1451185701,1961064600,C,0
412,43260,1450811305,1450909100,C,0
413,43261,1451107100,1451088100,C,0
414,43261,1960988800,1450992100,C,0
415,43261,1960008901,1960068602,C,0
416,43261,1960071601,1451103400,C,0
417,43261,1450911200,1450013900,C,0
418,43262,1451189101,1450069502,C,0
419,43262,1960056902,1960080404,C,0
420,43262,1451053900,1450807601,C,0
421,43262,1960067800,1450924000,C,0
422,43262,1960006106,1960081500,C,0
423,43262,1450056451,1451101300,C,0
424,43263,1450049101,1960007304,C,0
425,43263,1450057110,1451188501,C,0
426,43263,1451048800,1450810506,C,0
427,43263,1960058304,1960003503,C,0
428,43263,1450056358,1451069500,C,0
429,43263,1961294901,1961289801,C,0
430,43264,1961204801,1451170301,C,0
431,43264,1450055600,1960072001,C,0
432,43264,1451068800,1960070601,C,0
433,43264,1451157101,1451202801,C,0
434,43264,1960057104,1450904800,C,0
435,43264,1450335700,1451193401,C,0
436,43264,1450994202,1960074100,C,0
437,43264,1451108300,1451187701,C,0
438,43265,1451183401,1451114400,C,0
439,43265,1450421100,1451138900,C,0
440,43265,1450420100,1960006104,C,0
441,43265,1451072900,1451099100,C,0
442,43266,1450676003,1450063801,C,0
443,43266,1960056112,1450809102,C,0
444,43266,1450060900,1450048800,C,0
445,43266,1451190201,1961059700,C,0
446,43266,1450049904,1450068400,C,0
447,43266,1961047200,1960244100,C,0
448,43267,1961073400,1961266901,C,0
449,43267,1450813101,1960056903,C,0
450,43267,1450421800,1450057800,C,0
451,43267,1451048100,1960078800,C,0
452,43267,1961071500,1961048600,C,0
453,43267,1451177701,1451186101,C,0
454,43267,1451140900,1451116700,C,0
455,43268,1451173801,1960056502,C,0
456,43268,1450991600,1451158301,C,0
457,43268,1961259501,1961057000,C,0
458,43268,1961055300,1450906302,C,0
459,43268,1961047200,1450917800,C,0
460,43268,1961300301,1960051403,C,0
461,43268,1961099500,1450812904,C,0
462,43268,1450003006,1450906702,C,0
463,43269,1451081300,1450068400,C,0
464,43269,1961299801,1450011903,C,0
465,43269,1450014600,1451093600,C,0
466,43269,1960983200,1961059500,C,0
467,43269,1961155800,1450812001,C,0
468,43269,1450068900,1450420704,C,0
469,43269,1450808200,1450811404,C,0
470,43269,1960058900,1451079500,C,0
471,43269,1961300301,1961200201,C,0
472,43269,1451114000,1451179901,C,0
473,43269,1961042700,1450909700,C,0
474,43270,1451054300,1450813606,C,0
475,43270,1451184401,1451189201,C,0
476,43270,1961075900,1961047900,C,0
477,43270,1960078000,1450903500,C,0
478,43270,1961043400,1960995100,C,0
479,43271,1450573022,1450573401,C,0
480,43271,1961072000,1960061702,C,0
481,43271,1450048502,1450993600,C,0
482,43271,1450924800,1451195701,C,0
483,43271,1450044800,1960049600,C,0
484,43271,1961266201,1450058700,C,0
485,43271,1450012600,1451065000,C,0
486,43271,1961063100,1961207901,C,0
487,43272,1451120000,1450422014,C,0
488,43272,1960058403,1960982900,C,0
489,43272,1451139400,1450573101,C,0
490,43272,1450068700,1960058304,C,0
491,43272,1450050101,1450042500,C,0
492,43272,1960989900,1961059600,C,0
493,43272,1450011000,1451157701,C,0
494,43272,1451191201,1450420601,C,0
495,43273,1960009200,1960060201,C,0
496,43273,1960068502,1960075200,C,0
497,43273,1451159201,1451205101,C,0
498,43273,1961296501,1960067200,C,0
499,43273,1451105000,1451071300,C,0
500,43273,1450808900,1450813606,C,0
501,43273,1450053410,1960003506,C,0
502,43273,1960075200,1450002905,C,0
503,43274,1961045200,1961054600,C,0
504,43274,1961259401,1451187601,C,0
505,43274,1451177701,1450420602,C,0
506,43274,1450917000,1450927800,C,0
507,43274,1961233401,1960049102,C,0
508,43275,1450420200,1960048900,C,0
509,43275,1451184001,1450055600,C,0
510,43275,1961265801,1961202001,C,0
511,43275,1450674400,1451092900,C,0
512,43275,1961062700,1961243501,C,0
513,43275,1450918100,1960002200,C,0
514,43275,1451089600,1450573503,C,0
515,43275,1961062400,1451192501,C,0
516,43276,1451173201,1451111600,C,0
517,43276,1960071505,1960069800,C,0
518,43276,1960070801,1961055700,C,0
519,43276,1961036400,1961064000,C,0
520,43276,1450013002,1451114400,C,0
521,43276,1960992000,1961057100,C,0
522,43276,1960072500,1960077500,C,0
523,43276,1450675801,1960989000,C,0
524,43276,1451196201,1450053600,C,0
525,43277,1451081800,1450675702,C,0
526,43277,1451190301,1451187701,C,0
527,43277,1960530200,1451091900,C,0
528,43278,1450573212,1450067900,C,0
529,43278,1451114300,1451175301,C,0
530,43278,1450809700,1450572802,C,0
531,43278,1960077500,1961046400,C,0
532,43278,1961059300,1961206801,C,0
533,43278,1451117100,1961044400,C,0
534,43278,1451173801,1450992900,C,0
535,43278,1450573124,1961265101,C,0
536,43279,1450811806,1960985000,C,0
537,43279,1450992900,1960004800,C,0
538,43279,1451069300,1451195001,C,0
539,43279,1451084000,1451185601,C,0
540,43279,1960047902,1960919200,C,0
541,43279,1450015301,1450815200,C,0
542,43279,1451191101,1450908500,C,0
543,43279,1451178201,1450009425,C,0
544,43280,1451094800,1961294001,C,0
545,43280,1960070801,1960244700,C,0
546,43280,1960068001,1451118300,C,0
547,43280,1960003503,1451112500,C,0
548,43280,1450012004,1450904100,C,0
549,43280,1961267301,1960000817,C,0
550,43281,1451142400,1960052000,C,0
551,43281,1961201301,1450924400,C,0
552,43281,1961056300,1960068801,C,0
553,43281,1451180701,1451182501,C,0
554,43281,1450336300,1450421900,C,0
555,43281,1450993400,1451095000,C,0
556,43281,1450675200,1960072001,C,0
557,43281,1960068900,1960048601,C,0
558,43282,1450906100,1451087400,C,0
559,43282,1451183701,1450904500,C,0
560,43282,1961070800,1450677400,C,0
561,43282,1451164701,1450812801,C,0
562,43282,1451140800,1960067904,C,0
563,43282,1450810504,1450807100,C,0
564,43283,1961299201,1960984300,C,0
565,43283,1451083100,1451189001,C,0
566,43283,1451063700,1450009901,C,0
567,43283,1451113200,1960009511,C,0
568,43283,1451083500,1450052400,C,0
569,43283,1450924300,1961257401,C,0
570,43283,1451173901,1451204901,C,0
571,43283,1450991201,1450003002,C,0
572,43283,1451156801,1961302501,C,0
573,43284,1450053307,1961203401,C,0
574,43284,1450907200,1450809900,C,0
575,43284,1450807700,1961057200,C,0
576,43284,1451139700,1451141200,C,0
577,43284,1450068400,1451192301,C,0
578,43285,1451120200,1450066200,C,0
579,43285,1450910000,1960069300,C,0
580,43285,1451140700,1450995004,C,0
581,43285,1961042300,1451080100,C,0
582,43285,1450675000,1961054000,C,0
583,43285,1451049100,1451140700,C,0
584,43286,1450812904,1451096500,C,0
585,43286,1961252101,1450012004,C,0
586,43286,1450919600,1451098400,C,0
587,43286,1961298501,1451079200,C,0
588,43286,1450053200,1960918900,C,0
589,43286,1450573503,1450573702,C,0
590,43286,1451171901,1450923500,C,0
591,43286,1450057210,1450068700,C,0
592,43287,1451073400,1961203101,C,0
593,43287,1961297301,1960050500,C,0
594,43287,1451084300,1960069300,C,0
595,43287,1450063100,1451099900,C,0
596,43287,1450906000,1961061500,C,0
597,43287,1451100900,1451096500,C,0
598,43288,1451164101,1960080100,C,0
599,43288,1451180401,1451160801,C,0
600,43288,1451184901,1451193301,C,0
601,43288,1451138900,1450339100,C,0
602,43288,1450908300,1450906302,C,0
603,43288,1960065402,1961052900,C,0
604,43288,1960000302,1451058000,C,0
605,43288,1960001601,1961072400,C,0
606,43289,1960989500,1960006105,C,0
607,43289,1451193501,1450057206,C,0
608,43289,1451140600,1961302801,C,0
609,43289,1450908003,1450991700,C,0
610,43289,1451162501,1961047200,C,0
611,43289,1961300201,1961263801,C,0
612,43290,1961253201,1961265101,C,0
613,43290,1451055900,1961253201,C,0
614,43290,1450573311,1451092300,C,0
615,43290,1451138200,1960076503,C,0
616,43290,1451177701,1450995005,C,0
617,43291,1451080800,1451105100,C,0
618,43291,1450422014,1450573313,C,0
619,43291,1450992500,1961198701,C,0
620,43291,1450338400,1960070802,C,0
621,43291,1451144400,1960067800,C,0
622,43291,1960064202,1450809500,C,0
623,43291,1450919100,1960065700,C,0
624,43291,1961302801,1451094400,C,0
625,43291,1450927400,1450422014,C,0
626,43291,1451143900,1451080900,C,0
627,43292,1451194901,1450420701,C,0
628,43292,1961042700,1961257801,C,0
629,43293,1450422115,1451100600,C,0
630,43293,1451055800,1451189501,C,0
631,43293,1961066100,1450908800,C,0
632,43293,1451183301,1451191601,C,0
633,43293,1450810604,1451088700,C,0
634,43293,1961235701,1451083700,C,0
635,43293,1961265601,1450994000,C,0
636,43294,1960051403,1960047800,C,0
637,43294,1450921000,1451166401,C,0
638,43294,1961061800,1960065600,C,0
639,43294,1960052301,1451192901,C,0
640,43294,1451112800,1450573125,C,0
641,43294,1451104200,1451189201,C,0
642,43294,1451055300,1961268901,C,0
643,43294,1961071900,1450811805,C,0
644,43294,1451090700,1961232601,C,0
645,43294,1451140700,1450573211,C,0
646,43294,1451046700,1450809300,C,0
647,43295,1451192101,1451052200,C,0
648,43295,1961268601,1451192001,C,0
649,43295,1961046900,1961042300,C,0
650,43295,1960994700,1960073401,C,0
651,43295,1961254901,1451056900,C,0
652,43295,1961203201,1961238001,C,0
653,43295,1451065500,1450815200,C,0
654,43296,1450912700,1450069401,C,0
655,43297,1451180101,1960988800,C,0
656,43297,1450063801,1451053800,C,0
657,43297,1450059200,1451185701,C,0
658,43297,1450040900,1961047200,C,0
659,43297,1451161401,1450056446,C,0
660,43297,1960052500,1451193301,C,0
661,43297,1451178301,1451050100,C,0
662,43297,1960077900,1961203801,C,0
663,43297,1451140500,1450069000,C,0
664,43298,1961251901,1961065400,C,0
665,43298,1451171101,1960051802,C,0
666,43298,1451059600,1960057203,C,0
667,43298,1451093300,1451112000,C,0
668,43298,1451053100,1450057103,C,0
669,43298,1960000711,1960070204,C,0
670,43298,1450002906,1960987300,C,0
671,43299,1960056113,1961070300,C,0
672,43299,1450922900,1450911000,C,0
673,43299,1961073300,1961049900,C,0
674,43299,1960073900,1450063707,C,0
675,43299,1451097300,1451185101,C,0
676,43299,1451084600,1450049300,C,0
677,43299,1450922500,1960991000,C,0
678,43299,1450003002,1450040900,C,0
679,43299,1451092000,1450068200,C,0
680,43299,1451068000,1450065803,C,0
681,43299,1451192501,1450912000,C,0
682,43300,1960054500,1961031200,C,0
683,43300,1960065301,1451140500,C,0
684,43300,1960069100,1451095100,C,0
685,43300,1450064300,1450056600,C,0
686,43300,1450922800,1960000716,C,0
687,43300,1961256601,1961058100,C,0
688,43300,1450056448,1451191201,C,0
689,43300,1961202201,1450808200,C,0
690,43300,1960076402,1961200801,C,0
691,43301,1450573615,1450573103,C,0
692,43301,1960244400,1960056110,C,0
693,43301,1451117700,1451192901,C,0
694,43301,1960244100,1450810301,C,0
695,43302,1451190101,1960049900,C,0
696,43302,1451187301,1450907300,C,0
697,43302,1961202201,1960051704,C,0
698,43302,1961174200,1451094200,C,0
699,43302,1960047502,1960001704,C,0
700,43302,1451082200,1451098400,C,0
701,43303,1451178901,1451068800,C,0
702,43303,1450336200,1450923700,C,0
703,43303,1960072302,1961266701,C,0
704,43303,1961266001,1450811201,C,0
705,43303,1450010102,1451078500,C,0
706,43303,1961256301,1960061300,C,0
707,43303,1961207301,1960056207,C,0
708,43304,1450994801,1960006400,C,0
709,43304,1451104700,1450041000,C,0
710,43304,1450922500,1450421400,C,0
711,43304,1960003503,1450050103,C,0
712,43304,1451177901,1450991600,C,0
713,43304,1451095800,1450573023,C,0
714,43304,1451109100,1451087600,C,0
715,43304,1960070503,1960531200,C,0
716,43304,1960048801,1451186001,C,0
717,43305,1961201201,1960056800,C,0
718,43305,1451098200,1450048800,C,0
719,43305,1450810505,1961201101,C,0
720,43305,1451054300,1960918900,C,0
721,43305,1450003006,1450810000,C,0
722,43305,1960009608,1960079805,C,0
723,43305,1960067902,1960004207,C,0
724,43305,1451055700,1961300501,C,0
725,43305,1450808800,1960245100,C,0
726,43305,1451069800,1960987300,C,0
727,43306,1961073700,1960052600,C,0
728,43306,1451048900,1451113300,C,0
729,43306,1450573314,1961046300,C,0
730,43306,1961198601,1960056207,C,0
731,43306,1961061900,1960000818,C,0
732,43307,1451178201,1960074901,C,0
733,43307,1961066200,1961204601,C,0
