id,departtime,from,to,vehicleClass,algorithm
325,43248,1451054400,1451179701,C,0
326,43248,1961267601,1451048700,C,0
327,43248,1451051700,1451191401,C,0
328,43248,1960243501,1961260901,C,0
329,43248,1451181001,1451118500,C,0
330,43249,1451188501,1451085700,C,0
331,43249,1450337500,1451098900,C,0
332,43249,1961205701,1960079703,C,0
333,43249,1960003605,1961030200,C,0
334,43249,1450003007,1960405203,C,0
335,43249,1961244601,1961058600,C,0
336,43249,1451084900,1450811102,C,0
337,43249,1450909200,1450928400,C,0
338,43249,1450811706,1450809700,C,0
339,43249,1450811203,1451116100,C,0
340,43250,1451099800,1960531300,C,0
341,43250,1451048800,1450807800,C,0
342,43250,1451106800,1451086300,C,0
343,43250,1960064800,1450068500,C,0
344,43250,1961264701,1961256801,C,0
345,43250,1450812304,1451091100,C,0
346,43250,1451155101,1960071405,C,0
347,43251,1960073501,1961264501,C,0
348,43251,1450422113,1450910900,C,0
349,43251,1960067100,1961071500,C,0
350,43251,1451142300,1450069402,C,0
351,43251,1450915700,1450808100,C,0
352,43251,1451191201,1451053200,C,0
353,43251,1450910500,1960056106,C,0
354,43251,1450049904,1450056356,C,0
355,43251,1960077500,1450807200,C,0
356,43251,1960063700,1961266701,C,0
357,43251,1960074901,1960694500,C,0
358,43252,1451099000,1451069900,C,0
359,43252,1451142600,1450004000,C,0
360,43252,1960986600,1961046600,C,0
361,43252,1451110500,1961230501,C,0
362,43252,1450902602,1450812204,C,0
363,43252,1450002905,1960078600,C,0
364,43253,1451117400,1451189101,C,0
365,43253,1451187901,1451090200,C,0
366,43253,1961066000,1960081302,C,0
367,43253,1450053403,1450926300,C,0
368,43253,1960983500,1961205801,C,0
369,43253,1451088900,1961259501,C,0
370,43253,1450051002,1960070900,C,0
371,43254,1450068600,1451152900,C,0
372,43254,1961296001,1960054800,C,0
373,43254,1961293901,1961042400,C,0
374,43254,1450905700,1451116400,C,0
375,43255,1451048800,1450811803,C,0
376,43255,1961203701,1960696500,C,0
377,43255,1451110400,1450056353,C,0
378,43255,1450338800,1450906900,C,0
379,43256,1451184201,1451088000,C,0
380,43256,1450063100,1961257801,C,0
381,43256,1451102600,1450044700,C,0
382,43256,1961204501,1960003900,C,0
383,43256,1451093300,1451185801,C,0
384,43256,1451190401,1960009510,C,0
385,43256,1451187701,1451052800,C,0
386,43256,1961262701,1451071300,C,0
387,43257,1450336300,1451099500,C,0
388,43257,1961070800,1960072001,C,0
389,43257,1451189101,1451119100,C,0
390,43257,1450810506,1451087700,C,0
391,43257,1450915700,1451080900,C,0
392,43257,1450911600,1451066700,C,0
393,43257,1961252101,1451165801,C,0
394,43257,1960000811,1961062000,C,0
395,43257,1961294201,1960984900,C,0
396,43258,1451139900,1450010504,C,0
397,43258,1960000813,1960048900,C,0
398,43258,1451110400,1451192201,C,0
399,43258,1450811201,1450908103,C,0
400,43258,1450058900,1961054800,C,0
401,43258,1450062500,1960000711,C,0
402,43259,1451189101,1451101000,C,0
403,43259,1450056356,1960077200,C,0
404,43259,1451143900,1960988500,C,0
405,43259,1451089500,1450047701,C,0
406,43260,1450010502,1450420702,C,0
407,43260,1451060200,1451172201,C,0
408,43260,1450050003,1451069500,C,0
409,43260,1451196401,1451183001,C,0
410,43260,1960000818,1960065500,C,0
411,43260,1960077800,1961260901,C,0
412,43260,1451052800,1451187801,C,0
413,43261,1451195201,1451194801,C,0
414,43261,1960990800,1960000712,C,0
415,43261,1960241102,1961045100,C,0
416,43261,1450808301,1960062300,C,0
417,43261,1451116000,1451155501,C,0
418,43262,1451048200,1961206301,C,0
419,43262,1960080301,1450812201,C,0
420,43262,1960243402,1450422113,C,0
421,43262,1451084100,1451098400,C,0
422,43262,1451056400,1960990600,C,0
423,43262,1451046300,1960990100,C,0
424,43263,1450573314,1450050600,C,0
425,43263,1960055902,1960694400,C,0
426,43263,1961256201,1451188201,C,0
427,43263,1451157501,1961057500,C,0
428,43263,1960009611,1961053300,C,0
429,43263,1961254501,1960078200,C,0
430,43264,1960068502,1451164201,C,0
431,43264,1450810506,1451095400,C,0
432,43264,1451085400,1450815400,C,0
433,43264,1961055400,1960988500,C,0
434,43264,1451165201,1450063803,C,0
435,43264,1450807901,1961290801,C,0
436,43264,1451161401,1450917900,C,0
437,43264,1450815100,1450807906,C,0
438,43265,1960076800,1960080402,C,0
439,43265,1451107800,1451088500,C,0
440,43265,1961075500,1960005000,C,0
441,43265,1450013500,1960241200,C,0
442,43266,1450925700,1960056800,C,0
443,43266,1960051601,1960983200,C,0
444,43266,1961297101,1960051302,C,0
445,43266,1451192701,1450811602,C,0
446,43266,1450812703,1450420701,C,0
447,43266,1960073801,1960077700,C,0
448,43267,1451205001,1450007601,C,0
449,43267,1451174201,1450053700,C,0
450,43267,1451144000,1451166201,C,0
451,43267,1450812904,1961063100,C,0
452,43267,1450594700,1960049202,C,0
453,43267,1450337500,1451066700,C,0
454,43267,1960058100,1960066401,C,0
455,43268,1450809600,1451089900,C,0
456,43268,1451080200,1450057206,C,0
457,43268,1451052600,1450929700,C,0
458,43268,1451115900,1451078300,C,0
459,43268,1961253901,1961053000,C,0
460,43268,1451181501,1960069100,C,0
461,43268,1451078600,1450573620,C,0
462,43268,1961296501,1961202201,C,0
463,43269,1960074200,1960986600,C,0
464,43269,1961254901,1450058600,C,0
465,43269,1451086400,1451188601,C,0
466,43269,1451119100,1960987400,C,0
467,43269,1451182501,1961205201,C,0
468,43269,1450994500,1451175301,C,0
469,43269,1961070100,1451091100,C,0
470,43269,1451099600,1450905400,C,0
471,43269,1450058100,1451138300,C,0
472,43269,1960405101,1960072600,C,0
473,43269,1450923300,1450674000,C,0
474,43270,1960069300,1960059200,C,0
475,43270,1961230401,1451115300,C,0
476,43270,1961244301,1960983200,C,0
477,43270,1451155401,1451104100,C,0
478,43270,1961060700,1450056446,C,0
479,43271,1961263101,1960057600,C,0
480,43271,1451093400,1450049902,C,0
481,43271,1451141600,1450069200,C,0
482,43271,1450047600,1451176601,C,0
483,43271,1960993600,1961068800,C,0
484,43271,1960053700,1961257701,C,0
485,43271,1450921500,1961204901,C,0
486,43271,1451074500,1451116100,C,0
487,43272,1450929301,1451095000,C,0
488,43272,1451176801,1450811806,C,0
489,43272,1961259901,1451202901,C,0
490,43272,1960530100,1961053300,C,0
491,43272,1451074000,1450909300,C,0
492,43272,1451078800,1960075901,C,0
493,43272,1450925200,1450902100,C,0
494,43272,1960081500,1961073700,C,0
495,43273,1451205201,1960051404,C,0
496,43273,1961200701,1450912401,C,0
497,43273,1451156201,1451053300,C,0
498,43273,1451159401,1961058400,C,0
499,43273,1451117400,1961253701,C,0
500,43273,1961198301,1451088900,C,0
501,43273,1960241300,1450807601,C,0
502,43273,1451094700,1451140700,C,0
503,43274,1450676002,1451083000,C,0
504,43274,1451088400,1451088100,C,0
505,43274,1450420300,1960070603,C,0
506,43274,1961174700,1450003900,C,0
507,43274,1451103400,1450909000,C,0
508,43275,1450813506,1961298901,C,0
509,43275,1451055000,1961069700,C,0
510,43275,1961066500,1960405203,C,0
511,43275,1960056108,1450042600,C,0
512,43275,1451098500,1450993700,C,0
513,43275,1960245100,1451193701,C,0
514,43275,1451138900,1960226900,C,0
515,43275,1450813200,1451070500,C,0
516,43276,1450573722,1451138200,C,0
517,43276,1451084200,1450048502,C,0
518,43276,1961262101,1451179001,C,0
519,43276,1450930000,1450044700,C,0
520,43276,1451115500,1450914700,C,0
521,43276,1960009700,1960994700,C,0
522,43276,1960057104,1451100900,C,0
523,43276,1450923200,1450057103,C,0
524,43276,1451140900,1450008402,C,0
525,43277,1961204801,1960006002,C,0
526,43277,1960003401,1450420603,C,0
527,43277,1450815200,1960069300,C,0
528,43278,1451143700,1450042600,C,0
529,43278,1450011901,1960064201,C,0
530,43278,1451117900,1961266001,C,0
531,43278,1451182001,1450068600,C,0
532,43278,1451184401,1451090600,C,0
533,43278,1451159201,1451117400,C,0
534,43278,1961064500,1961301301,C,0
535,43278,1451045600,1960050900,C,0
536,43279,1961256601,1450012100,C,0
537,43279,1960071503,1450422116,C,0
538,43279,1451189901,1960005801,C,0
539,43279,1960076601,1961257801,C,0
540,43279,1451177501,1451112200,C,0
541,43279,1961070300,1960074902,C,0
542,43279,1451185301,1451188601,C,0
543,43279,1451056500,1451047800,C,0
544,43280,1451178001,1960991000,C,0
545,43280,1961055800,1450056356,C,0
546,43280,1961069700,1960074000,C,0
547,43280,1961207901,1451099100,C,0
548,43280,1450992500,1450421100,C,0
549,43280,1451098400,1961043300,C,0
550,43281,1451156301,1450422015,C,0
551,43281,1451120900,1451156301,C,0
552,43281,1451191801,1451185001,C,0
553,43281,1960000711,1960059901,C,0
554,43281,1960070300,1961042500,C,0
555,43281,1961044800,1450812100,C,0
556,43281,1451060300,1451172001,C,0
557,43281,1960077200,1961263501,C,0
558,43282,1451139600,1961232701,C,0
559,43282,1960055901,1960056902,C,0
560,43282,1450046601,1960071401,C,0
561,43282,1961156600,1451176301,C,0
562,43282,1450420300,1450007501,C,0
563,43282,1450573622,1451088400,C,0
564,43283,1451060300,1450048501,C,0
565,43283,1450421300,1960049400,C,0
566,43283,1450337400,1960000812,C,0
567,43283,1451094800,1960047501,C,0
568,43283,1451164301,1960229300,C,0
569,43283,1450907600,1960051701,C,0
570,43283,1960071902,1450051004,C,0
571,43283,1450902800,1450994801,C,0
572,43283,1450814300,1451082500,C,0
573,43284,1961205201,1450056441,C,0
574,43284,1961237501,1961204001,C,0
575,43284,1960072001,1960987400,C,0
576,43284,1961203601,1960057202,C,0
577,43284,1961059600,1961072800,C,0
578,43285,1451094600,1450420601,C,0
579,43285,1450918600,1960067700,C,0
580,43285,1961066700,1961252301,C,0
581,43285,1961054300,1451094600,C,0
582,43285,1450056900,1450810506,C,0
583,43285,1960078000,1961053200,C,0
584,43286,1450050500,1451188901,C,0
585,43286,1450573313,1961042600,C,0
586,43286,1450338200,1961044000,C,0
587,43286,1450421000,1960985500,C,0
588,43286,1960992800,1961073700,C,0
589,43286,1451144400,1960001701,C,0
590,43286,1451161001,1960060300,C,0
591,43286,1960057300,1451087100,C,0
592,43287,1960243100,1451069500,C,0
593,43287,1960229400,1450911700,C,0
594,43287,1451194601,1451120200,C,0
595,43287,1451055600,1961064600,C,0
596,43287,1450573312,1451092300,C,0
597,43287,1960002000,1960050000,C,0
598,43288,1450336600,1450813300,C,0
599,43288,1451196101,1451056000,C,0
600,43288,1451192501,1451188701,C,0
601,43288,1960052401,1961206401,C,0
602,43288,1960003301,1961294001,C,0
603,43288,1450002905,1451166201,C,0
604,43288,1451084900,1450420000,C,0
605,43288,1960003605,1960076603,C,0
606,43289,1450336400,1451088200,C,0
607,43289,1451188001,1451184601,C,0
608,43289,1451068300,1451156401,C,0
609,43289,1450812203,1450069200,C,0
610,43289,1450002906,1960243700,C,0
611,43289,1450042600,1450573605,C,0
612,43290,1960064000,1450420702,C,0
613,43290,1450920100,1960047800,C,0
614,43290,1450812400,1450929401,C,0
615,43290,1961070300,1960989200,C,0
616,43290,1450927100,1450812001,C,0
617,43291,1450573021,1450056444,C,0
618,43291,1961263301,1451157401,C,0
619,43291,1451180301,1961057600,C,0
620,43291,1960005300,1961252301,C,0
621,43291,1450010502,1960074600,C,0
622,43291,1451170501,1450339100,C,0
623,43291,1450012500,1451084200,C,0
624,43291,1960076302,1451101000,C,0
625,43291,1451171601,1450056449,C,0
626,43291,1961050500,1450908500,C,0
627,43292,1960080402,1960056602,C,0
628,43292,1960066000,1960068502,C,0
629,43293,1450810504,1960077500,C,0
630,43293,1960051304,1961059100,C,0
631,43293,1451075100,1450904900,C,0
632,43293,1961244801,1960073602,C,0
633,43293,1960048802,1450994400,C,0
634,43293,1961063200,1960070602,C,0
635,43293,1960053200,1451174301,C,0
636,43294,1960982400,1451112400,C,0
637,43294,1960072700,1450009302,C,0
638,43294,1451081400,1450573218,C,0
639,43294,1450067300,1960069000,C,0
640,43294,1450676500,1961053700,C,0
641,43294,1960002200,1451159101,C,0
642,43294,1451161201,1961042700,C,0
643,43294,1450420400,1451056000,C,0
644,43294,1961028100,1961050000,C,0
645,43294,1451108400,1450810000,C,0
646,43294,1961046400,1960073401,C,0
647,43295,1451165601,1960078800,C,0
648,43295,1961230501,1451185801,C,0
649,43295,1961297601,1961198501,C,0
650,43295,1961296401,1450811403,C,0
651,43295,1451158601,1450919100,C,0
652,43295,1961059800,1450420500,C,0
653,43295,1450056100,1451170401,C,0
654,43296,1451091000,1450050104,C,0
655,43297,1961156700,1961252701,C,0
656,43297,1451182001,1451088200,C,0
657,43297,1450012200,1450907600,C,0
658,43297,1450924400,1450420900,C,0
659,43297,1450064300,1450813101,C,0
660,43297,1450057208,1960068501,C,0
661,43297,1960062200,1961054900,C,0
662,43297,1450013001,1450677400,C,0
663,43297,1960074500,1961074700,C,0
664,43298,1450914800,1961069800,C,0
665,43298,1961046800,1961263601,C,0
666,43298,1960006203,1960983900,C,0
667,43298,1960081901,1450050903,C,0
668,43298,1450994701,1960051804,C,0
669,43298,1961064500,1960006300,C,0
670,43298,1960994900,1960530200,C,0
671,43299,1961044400,1960007305,C,0
672,43299,1451089400,1961199401,C,0
673,43299,1961036400,1451082300,C,0
674,43299,1451101800,1961053900,C,0
675,43299,1451096700,1450674900,C,0
676,43299,1451075100,1450335700,C,0
677,43299,1451109000,1450813505,C,0
678,43299,1960051704,1960008400,C,0
679,43299,1450992900,1961204901,C,0
680,43299,1451191901,1451106000,C,0
681,43299,1451054300,1960051303,C,0
682,43300,1450050101,1450421000,C,0
683,43300,1450069200,1450068900,C,0
684,43300,1451106800,1451095400,C,0
685,43300,1451094800,1451103000,C,0
686,43300,1960000717,1960051704,C,0
687,43300,1960073200,1961201201,C,0
688,43300,1960531200,1960991400,C,0
689,43300,1451112100,1960071501,C,0
690,43300,1451107900,1450810503,C,0
691,43301,1451143700,1960008300,C,0
692,43301,1450063704,1960067902,C,0
693,43301,1451118900,1451195901,C,0
694,43301,1450812302,1961070800,C,0
695,43302,1451093400,1451100400,C,0
696,43302,1450337200,1961244001,C,0
697,43302,1450810402,1450991800,C,0
698,43302,1451056900,1451163201,C,0
699,43302,1961205501,1961054300,C,0
700,43302,1450991102,1450573312,C,0
701,43303,1451111500,1450009314,C,0
702,43303,1960054800,1960061702,C,0
703,43303,1451097100,1450056358,C,0
704,43303,1450015402,1451085100,C,0
705,43303,1451154300,1961198201,C,0
706,43303,1450812203,1960073402,C,0
707,43303,1450422016,1451188501,C,0
708,43304,1451157301,1451180501,C,0
709,43304,1450916000,1450052600,C,0
710,43304,1961263301,1961065300,C,0
711,43304,1450049201,1961200001,C,0
712,43304,1961058500,1960995600,C,0
713,43304,1961295501,1960984000,C,0
714,43304,1450573504,1450050204,C,0
715,43304,1961254901,1961057500,C,0
716,43304,1450921302,1960006106,C,0
717,43305,1451161301,1450921800,C,0
718,43305,1451098900,1450914300,C,0
719,43305,1451104200,1451054300,C,0
720,43305,1961045100,1451112400,C,0
721,43305,1451099600,1451185301,C,0
722,43305,1451048600,1960226900,C,0
723,43305,1960052000,1960000805,C,0
724,43305,1450814600,1451087600,C,0
725,43305,1961268801,1961267801,C,0
726,43305,1451112300,1961206701,C,0
727,43306,1960991500,1450069300,C,0
728,43306,1960003302,1960009100,C,0
729,43306,1451140000,1450068500,C,0
730,43306,1960077000,1960053900,C,0
731,43306,1961301001,1961059800,C,0
732,43307,1451072900,1960070202,C,0
733,43307,1450907500,1451196201,C,0
